task_id,state_turn,guesser_log_index,exact_match,prefix_match,subsequence_match,overlap_count,actor_tool_count,speculator_tool_count,actor_tools,speculator_tools
47,14,3,False,False,False,1,1,2,"[""get_order_details""]","[""get_user_details"", ""get_order_details""]"
47,18,4,True,True,True,1,1,1,"[""return_delivered_order_items""]","[""return_delivered_order_items""]"
47,22,5,False,True,True,0,1,0,"[""calculate""]",[]
47,26,6,True,True,True,0,0,0,[],[]
48,2,0,True,True,True,1,1,1,"[""find_user_id_by_email""]","[""find_user_id_by_email""]"
48,6,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
48,10,2,True,True,True,0,0,0,[],[]
48,12,3,False,False,False,0,0,1,[],"[""get_user_details""]"
48,14,4,True,True,True,0,0,0,[],[]
48,16,5,True,True,True,0,0,0,[],[]
48,18,6,True,True,True,0,0,0,[],[]
48,20,7,True,True,True,0,0,0,[],[]
49,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
49,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
49,12,2,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
49,16,3,True,True,True,0,0,0,[],[]
50,2,0,True,True,True,0,0,0,[],[]
50,4,1,True,True,True,0,0,0,[],[]
50,6,2,False,True,True,0,1,0,"[""transfer_to_human_agents""]",[]
51,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
51,6,1,True,True,True,1,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_name_zip""]"
51,10,2,False,True,True,0,1,0,"[""get_order_details""]",[]
51,14,3,False,False,False,2,2,5,"[""get_user_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
51,20,4,False,True,True,0,1,0,"[""return_delivered_order_items""]",[]
51,24,5,True,True,True,0,0,0,[],[]
52,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
52,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
52,12,2,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
52,16,3,True,True,True,0,0,0,[],[]
52,18,4,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
52,22,5,True,True,True,0,0,0,[],[]
53,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
53,6,1,False,False,False,3,3,5,"[""get_user_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
53,14,2,False,True,True,0,1,0,"[""return_delivered_order_items""]",[]
53,18,3,True,True,True,0,0,0,[],[]
54,2,0,False,True,True,0,8,0,"[""find_user_id_by_email"", ""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
54,20,1,True,True,True,2,2,2,"[""cancel_pending_order"", ""cancel_pending_order""]","[""cancel_pending_order"", ""cancel_pending_order""]"
54,26,2,True,True,True,2,2,2,"[""return_delivered_order_items"", ""return_delivered_order_items""]","[""return_delivered_order_items"", ""return_delivered_order_items""]"
54,32,3,True,True,True,0,0,0,[],[]
54,34,4,False,True,True,0,1,0,"[""get_product_details""]",[]
54,38,5,False,True,True,0,2,0,"[""think"", ""calculate""]",[]
54,44,6,False,False,False,0,0,1,[],"[""get_user_details""]"
54,46,7,True,True,True,0,0,0,[],[]
55,2,0,False,False,False,1,2,2,"[""find_user_id_by_email"", ""find_user_id_by_email""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
55,8,1,False,False,False,1,1,2,"[""get_user_details""]","[""get_user_details"", ""get_order_details""]"
55,12,2,False,True,True,0,1,0,"[""get_order_details""]",[]
55,16,3,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
55,18,4,False,False,False,1,1,2,"[""return_delivered_order_items""]","[""return_delivered_order_items"", ""get_order_details""]"
55,22,5,False,False,False,0,0,9,[],"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
56,2,0,False,True,True,0,3,0,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details""]",[]
56,10,1,True,True,True,0,0,0,[],[]
56,12,2,False,False,False,0,0,1,[],"[""get_product_details""]"
57,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
57,6,1,False,True,True,0,2,0,"[""find_user_id_by_name_zip"", ""get_order_details""]",[]
57,12,2,True,True,True,0,0,0,[],[]
57,14,3,False,False,False,0,0,1,[],"[""get_product_details""]"
57,16,4,True,True,True,0,0,0,[],[]
57,18,5,True,True,True,0,0,0,[],[]
58,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
58,6,1,False,False,False,2,2,5,"[""get_user_details"", ""get_order_details""]","[""get_order_details"", ""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
58,12,2,False,True,True,0,1,0,"[""get_product_details""]",[]
58,16,3,False,True,True,0,1,0,"[""get_product_details""]",[]
58,20,4,False,True,True,0,1,0,"[""exchange_delivered_order_items""]",[]
58,24,5,True,True,True,0,0,0,[],[]
59,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
59,6,1,False,True,True,0,3,0,"[""find_user_id_by_name_zip"", ""get_order_details"", ""get_order_details""]",[]
59,14,2,True,True,True,0,0,0,[],[]
59,16,3,False,True,True,0,1,0,"[""cancel_pending_order""]",[]
59,20,4,False,False,False,0,0,1,[],"[""get_order_details""]"
59,22,5,True,True,True,1,1,1,"[""modify_pending_order_address""]","[""modify_pending_order_address""]"
59,26,6,True,True,True,0,0,0,[],[]
60,2,0,False,False,False,1,1,2,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
60,6,1,False,False,False,1,1,6,"[""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_product_details""]"
60,10,2,False,False,False,1,1,2,"[""get_product_details""]","[""get_product_details"", ""modify_pending_order_items""]"
60,14,3,False,False,False,0,0,2,[],"[""modify_pending_order_items"", ""get_order_details""]"
60,16,4,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
60,20,5,False,False,False,0,0,1,[],"[""get_order_details""]"
61,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
61,6,1,False,False,False,1,2,2,"[""find_user_id_by_name_zip"", ""get_user_details""]","[""find_user_id_by_name_zip"", ""transfer_to_human_agents""]"
61,12,2,False,False,False,1,1,4,"[""get_order_details""]","[""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_product_details""]"
61,16,3,False,False,False,1,1,3,"[""get_product_details""]","[""get_product_details"", ""modify_pending_order_items"", ""get_order_details""]"
61,20,4,False,False,False,0,0,3,[],"[""modify_pending_order_items"", ""modify_pending_order_items"", ""get_order_details""]"
61,22,5,False,False,False,1,1,2,"[""modify_pending_order_items""]","[""modify_pending_order_items"", ""get_order_details""]"
61,26,6,True,True,True,0,0,0,[],[]
62,2,0,True,True,True,0,0,0,[],[]
62,4,1,False,True,True,0,3,0,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details""]",[]
62,12,2,False,True,True,0,1,0,"[""get_order_details""]",[]
62,16,3,True,True,True,0,0,0,[],[]
62,18,4,False,True,True,0,2,0,"[""list_all_product_types"", ""get_product_details""]",[]
62,24,5,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
62,28,6,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
62,32,7,True,True,True,0,0,0,[],[]
62,34,8,False,False,False,0,0,1,[],"[""get_order_details""]"
63,2,0,True,True,True,0,0,0,[],[]
63,4,1,False,True,True,0,4,0,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
63,14,2,True,True,True,0,0,0,[],[]
63,16,3,False,False,True,1,2,1,"[""list_all_product_types"", ""get_product_details""]","[""get_product_details""]"
63,22,4,True,True,True,0,0,0,[],[]
63,24,5,True,True,True,1,1,1,"[""modify_pending_order_items""]","[""modify_pending_order_items""]"
63,28,6,False,False,False,0,0,1,[],"[""get_order_details""]"
64,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
64,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
64,12,2,False,True,True,0,1,0,"[""get_product_details""]",[]
64,16,3,True,True,True,0,0,0,[],[]
64,18,4,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
64,22,5,False,False,False,0,0,1,[],"[""get_order_details""]"
65,2,0,False,False,False,1,1,2,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
65,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
65,12,2,False,False,False,0,0,1,[],"[""get_product_details""]"
65,14,3,True,True,True,0,0,0,[],[]
65,16,4,True,True,True,0,0,0,[],[]
66,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
66,6,1,False,True,True,0,1,0,"[""get_user_details""]",[]
66,10,2,False,True,True,0,2,0,"[""get_order_details"", ""get_order_details""]",[]
66,16,3,False,False,False,0,0,1,[],"[""get_product_details""]"
66,18,4,False,False,False,0,0,1,[],"[""get_product_details""]"
66,20,5,False,True,True,0,1,0,"[""cancel_pending_order""]",[]
66,24,6,True,True,True,0,0,0,[],[]
66,26,7,True,True,True,0,0,0,[],[]
67,2,0,True,True,True,0,0,0,[],[]
67,4,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
67,8,2,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
67,12,3,False,True,True,0,3,0,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details""]",[]
67,20,4,True,True,True,0,0,0,[],[]
68,2,0,True,True,True,1,1,1,"[""find_user_id_by_email""]","[""find_user_id_by_email""]"
68,6,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
68,10,2,False,True,True,0,3,0,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details""]",[]
68,18,3,True,True,True,0,0,0,[],[]
69,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
69,6,1,True,True,True,1,1,1,"[""get_user_details""]","[""get_user_details""]"
69,10,2,True,True,True,1,1,1,"[""get_order_details""]","[""get_order_details""]"
69,14,3,False,False,False,0,0,1,[],"[""cancel_pending_order""]"
69,16,4,False,False,False,1,1,2,"[""cancel_pending_order""]","[""cancel_pending_order"", ""get_order_details""]"
69,20,5,True,True,True,0,0,0,[],[]
70,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
70,6,1,False,False,True,1,5,1,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_order_details""]"
70,18,2,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
70,22,3,False,False,False,0,0,1,[],"[""exchange_delivered_order_items""]"
70,24,4,False,False,False,0,1,4,"[""calculate""]","[""exchange_delivered_order_items"", ""exchange_delivered_order_items"", ""exchange_delivered_order_items"", ""get_order_details""]"
70,28,5,False,False,False,0,0,5,[],"[""exchange_delivered_order_items"", ""exchange_delivered_order_items"", ""exchange_delivered_order_items"", ""exchange_delivered_order_items"", ""exchange_delivered_order_items""]"
71,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
71,6,1,True,True,True,0,0,0,[],[]
71,8,2,False,True,True,1,2,1,"[""get_user_details"", ""get_order_details""]","[""get_user_details""]"
71,14,3,True,True,True,1,1,1,"[""modify_pending_order_address""]","[""modify_pending_order_address""]"
71,18,4,False,True,True,0,2,0,"[""get_product_details"", ""get_product_details""]",[]
71,24,5,True,True,True,0,0,0,[],[]
71,26,6,True,True,True,1,1,1,"[""modify_pending_order_items""]","[""modify_pending_order_items""]"
71,30,7,True,True,True,0,0,0,[],[]
72,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
72,6,1,False,True,True,0,1,0,"[""get_user_details""]",[]
72,10,2,False,True,True,0,1,0,"[""get_order_details""]",[]
72,14,3,False,True,True,0,3,0,"[""get_product_details"", ""get_product_details"", ""modify_pending_order_address""]",[]
72,22,4,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
72,26,5,False,False,False,0,0,1,[],"[""get_order_details""]"
73,2,0,True,True,True,1,1,1,"[""find_user_id_by_email""]","[""find_user_id_by_email""]"
73,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
73,12,2,True,True,True,1,1,1,"[""return_delivered_order_items""]","[""return_delivered_order_items""]"
73,16,3,True,True,True,0,0,0,[],[]
74,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
74,6,1,True,True,True,0,0,0,[],[]
74,8,2,False,False,False,2,2,6,"[""get_user_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_product_details""]"
74,14,3,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
74,18,4,False,False,False,0,0,1,[],"[""modify_pending_order_items""]"
74,20,5,False,False,False,1,1,2,"[""modify_pending_order_items""]","[""modify_pending_order_items"", ""get_order_details""]"
74,24,6,True,True,True,0,0,0,[],[]
74,26,7,False,True,True,0,1,0,"[""get_order_details""]",[]
74,30,8,False,True,True,0,1,0,"[""cancel_pending_order""]",[]
74,34,9,True,True,True,0,0,0,[],[]
75,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
75,6,1,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
75,14,2,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
75,18,3,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
75,22,4,True,True,True,0,0,0,[],[]
76,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
76,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
76,12,2,True,True,True,0,0,0,[],[]
76,14,3,False,True,True,0,6,0,"[""modify_pending_order_items"", ""modify_pending_order_items"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_product_details""]",[]
76,28,4,True,True,True,0,0,0,[],[]
76,30,5,False,True,True,0,3,0,"[""cancel_pending_order"", ""think"", ""calculate""]",[]
76,38,6,True,True,True,0,0,0,[],[]
77,2,0,False,False,False,1,4,2,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details"", ""get_product_details""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
77,12,1,True,True,True,0,0,0,[],[]
77,14,2,False,True,True,0,1,0,"[""exchange_delivered_order_items""]",[]
77,18,3,True,True,True,0,0,0,[],[]
78,2,0,False,True,True,0,2,0,"[""find_user_id_by_email"", ""get_order_details""]",[]
78,8,1,False,True,True,0,1,0,"[""get_order_details""]",[]
78,12,2,True,True,True,1,1,1,"[""modify_pending_order_address""]","[""modify_pending_order_address""]"
78,16,3,True,True,True,0,0,0,[],[]
78,18,4,False,True,True,0,1,0,"[""get_product_details""]",[]
78,22,5,False,False,False,0,1,1,"[""exchange_delivered_order_items""]","[""modify_pending_order_items""]"
78,26,6,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
78,30,7,False,True,True,0,1,0,"[""get_order_details""]",[]
78,34,8,True,True,True,1,1,1,"[""cancel_pending_order""]","[""cancel_pending_order""]"
78,38,9,True,True,True,0,0,0,[],[]
79,2,0,False,True,True,0,3,0,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details""]",[]
79,10,1,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
79,14,2,True,True,True,0,0,0,[],[]
79,16,3,True,True,True,1,1,1,"[""modify_pending_order_items""]","[""modify_pending_order_items""]"
79,20,4,True,True,True,0,0,0,[],[]
80,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
80,6,1,False,False,False,0,0,3,[],"[""get_user_details"", ""get_order_details"", ""get_order_details""]"
80,8,2,False,True,True,1,2,1,"[""get_user_details"", ""get_order_details""]","[""get_user_details""]"
80,14,3,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
80,18,4,True,True,True,0,0,0,[],[]
80,20,5,False,False,False,0,0,1,[],"[""exchange_delivered_order_items""]"
80,22,6,False,True,True,0,1,0,"[""exchange_delivered_order_items""]",[]
80,26,7,True,True,True,0,0,0,[],[]
80,28,8,True,True,True,0,0,0,[],[]
81,2,0,False,False,False,1,1,2,"[""find_user_id_by_email""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
81,6,1,True,True,True,0,0,0,[],[]
81,8,2,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
81,16,3,True,True,True,0,0,0,[],[]
81,18,4,False,True,True,0,1,0,"[""cancel_pending_order""]",[]
81,22,5,True,True,True,0,0,0,[],[]
82,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
82,6,1,True,True,True,5,5,5,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
82,18,2,True,True,True,0,0,0,[],[]
82,20,3,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
82,22,4,False,True,True,0,1,0,"[""return_delivered_order_items""]",[]
82,26,5,True,True,True,0,0,0,[],[]
83,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
83,6,1,False,False,False,2,2,5,"[""get_user_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
83,12,2,False,True,True,0,1,0,"[""return_delivered_order_items""]",[]
83,16,3,True,True,True,0,0,0,[],[]
84,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
84,6,1,False,True,True,0,5,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
84,18,2,True,True,True,0,0,0,[],[]
84,20,3,True,True,True,1,1,1,"[""return_delivered_order_items""]","[""return_delivered_order_items""]"
84,24,4,True,True,True,0,0,0,[],[]
85,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
85,6,1,False,True,True,0,6,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
85,20,2,False,False,False,0,0,1,[],"[""get_product_details""]"
85,22,3,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
85,26,4,False,False,False,0,0,1,[],"[""modify_pending_order_items""]"
85,28,5,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
85,32,6,True,True,True,0,0,0,[],[]
85,34,7,True,True,True,0,0,0,[],[]
86,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
86,6,1,False,False,False,5,5,9,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
86,18,2,True,True,True,0,0,0,[],[]
86,20,3,False,False,False,1,2,2,"[""list_all_product_types"", ""get_product_details""]","[""get_product_details"", ""modify_pending_order_items""]"
86,26,4,False,False,False,1,1,2,"[""modify_pending_order_items""]","[""modify_pending_order_items"", ""get_order_details""]"
86,30,5,False,False,False,0,0,1,[],"[""get_order_details""]"
86,32,6,True,True,True,0,0,0,[],[]
86,34,7,True,True,True,0,0,0,[],[]
86,36,8,True,True,True,0,0,0,[],[]
87,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
87,6,1,False,True,True,1,6,1,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details""]"
87,20,2,True,True,True,0,0,0,[],[]
87,22,3,True,True,True,3,3,3,"[""modify_pending_order_address"", ""modify_pending_order_address"", ""modify_pending_order_address""]","[""modify_pending_order_address"", ""modify_pending_order_address"", ""modify_pending_order_address""]"
87,30,4,True,True,True,0,0,0,[],[]
87,32,5,True,True,True,1,1,1,"[""modify_user_address""]","[""modify_user_address""]"
87,36,6,True,True,True,0,0,0,[],[]
88,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
88,6,1,False,True,True,0,1,0,"[""get_user_details""]",[]
88,10,2,False,False,False,2,2,3,"[""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_order_details"", ""get_product_details""]"
88,16,3,False,False,False,1,2,2,"[""list_all_product_types"", ""get_product_details""]","[""get_product_details"", ""modify_pending_order_items""]"
88,22,4,True,True,True,0,0,0,[],[]
88,24,5,False,True,True,0,1,0,"[""cancel_pending_order""]",[]
88,28,6,False,False,False,0,0,2,[],"[""get_order_details"", ""get_order_details""]"
89,2,0,True,True,True,0,0,0,[],[]
89,4,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
89,8,2,False,False,False,1,3,2,"[""get_user_details"", ""get_order_details"", ""get_product_details""]","[""list_all_product_types"", ""get_product_details""]"
89,16,3,False,False,False,0,0,2,[],"[""list_all_product_types"", ""get_product_details""]"
89,18,4,True,True,True,0,0,0,[],[]
89,20,5,True,True,True,1,1,1,"[""return_delivered_order_items""]","[""return_delivered_order_items""]"
89,24,6,True,True,True,0,0,0,[],[]
90,2,0,False,True,True,0,3,0,"[""find_user_id_by_email"", ""get_user_details"", ""get_order_details""]",[]
90,10,1,False,False,False,1,1,2,"[""get_product_details""]","[""list_all_product_types"", ""get_product_details""]"
90,14,2,False,False,False,0,0,1,[],"[""modify_pending_order_items""]"
90,16,3,False,False,False,0,0,3,[],"[""cancel_pending_order"", ""get_order_details"", ""cancel_pending_order""]"
90,18,4,False,False,False,1,1,2,"[""cancel_pending_order""]","[""cancel_pending_order"", ""get_order_details""]"
90,22,5,True,True,True,0,0,0,[],[]
91,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
91,6,1,True,True,True,2,2,2,"[""get_user_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details""]"
91,12,2,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
91,14,3,False,False,False,1,1,2,"[""get_order_details""]","[""return_delivered_order_items"", ""get_order_details""]"
91,18,4,False,False,False,0,3,4,"[""get_product_details"", ""get_product_details"", ""get_product_details""]","[""return_delivered_order_items"", ""return_delivered_order_items"", ""return_delivered_order_items"", ""get_order_details""]"
91,26,5,True,True,True,0,0,0,[],[]
91,28,6,False,False,False,1,2,2,"[""return_delivered_order_items"", ""return_delivered_order_items""]","[""return_delivered_order_items"", ""get_order_details""]"
91,34,7,True,True,True,0,0,0,[],[]
92,2,0,False,True,True,0,2,0,"[""find_user_id_by_name_zip"", ""get_user_details""]",[]
92,8,1,False,True,True,0,1,0,"[""get_order_details""]",[]
92,12,2,False,False,False,0,2,1,"[""think"", ""get_order_details""]","[""return_delivered_order_items""]"
92,18,3,False,True,True,0,2,0,"[""return_delivered_order_items"", ""return_delivered_order_items""]",[]
92,24,4,True,True,True,0,0,0,[],[]
93,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
93,6,1,False,False,False,0,0,2,[],"[""get_order_details"", ""get_user_details""]"
93,8,2,False,False,False,0,0,1,[],"[""get_user_details""]"
93,10,3,True,True,True,0,0,0,[],[]
93,12,4,True,True,True,0,0,0,[],[]
94,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
94,6,1,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
94,14,2,False,False,True,1,2,1,"[""list_all_product_types"", ""get_product_details""]","[""get_product_details""]"
94,20,3,False,True,True,0,1,0,"[""exchange_delivered_order_items""]",[]
94,24,4,True,True,True,0,0,0,[],[]
95,2,0,True,True,True,0,0,0,[],[]
95,4,1,True,True,True,1,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_name_zip""]"
95,8,2,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
95,16,3,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
95,20,4,True,True,True,0,0,0,[],[]
95,22,5,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
95,26,6,True,True,True,0,0,0,[],[]
96,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
96,6,1,True,True,True,0,0,0,[],[]
96,8,2,False,False,False,0,0,6,[],"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
96,10,3,True,True,True,0,0,0,[],[]
96,12,4,True,True,True,0,0,0,[],[]
96,14,5,True,True,True,0,0,0,[],[]
96,16,6,True,True,True,0,0,0,[],[]
97,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
97,6,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
97,10,2,True,True,True,0,0,0,[],[]
97,12,3,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
97,18,4,False,True,True,0,1,0,"[""get_order_details""]",[]
97,22,5,True,True,True,1,1,1,"[""modify_pending_order_address""]","[""modify_pending_order_address""]"
97,26,6,False,False,False,0,1,1,"[""get_product_details""]","[""get_order_details""]"
97,30,7,False,True,True,0,1,0,"[""exchange_delivered_order_items""]",[]
97,34,8,True,True,True,0,0,0,[],[]
97,36,9,True,True,True,0,0,0,[],[]
98,2,0,False,False,False,0,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email""]"
98,6,1,False,False,False,0,0,2,[],"[""get_user_details"", ""get_order_details""]"
98,8,2,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_product_details""]",[]
98,16,3,False,False,False,0,2,1,"[""get_order_details"", ""exchange_delivered_order_items""]","[""modify_pending_order_items""]"
98,22,4,False,False,False,2,2,3,"[""modify_pending_order_items"", ""modify_pending_order_address""]","[""modify_pending_order_items"", ""modify_pending_order_address"", ""transfer_to_human_agents""]"
98,28,5,True,True,True,0,0,0,[],[]
99,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
99,6,1,False,False,False,0,0,2,[],"[""get_order_details"", ""get_user_details""]"
99,8,2,False,False,False,0,0,5,[],"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
99,10,3,True,True,True,0,0,0,[],[]
99,12,4,True,True,True,0,0,0,[],[]
99,14,5,False,False,False,0,0,1,[],"[""get_user_details""]"
99,16,6,False,False,False,0,0,6,[],"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
99,18,7,False,False,False,0,0,5,[],"[""get_user_details"", ""get_order_details"", ""get_product_details"", ""get_order_details"", ""get_order_details""]"
99,20,8,True,True,True,0,0,0,[],[]
100,2,0,False,False,False,0,0,1,[],"[""find_user_id_by_email""]"
100,4,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
100,8,2,False,False,False,2,4,2,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_user_details""]"
100,18,3,False,True,True,0,2,0,"[""get_product_details"", ""get_product_details""]",[]
100,24,4,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
100,28,5,True,True,True,0,0,0,[],[]
100,30,6,False,True,True,0,1,0,"[""get_order_details""]",[]
